RNO,NAME,YEAR,CURR_SEM,past_avg,past_count,internal_pct,attendance_pct,behavior_pct,performance_trend,performance_overall,risk_overall,risk_score,dropout_overall,dropout_score,performance_label,risk_label,dropout_label
25G31A1413,Harsha Pillai,3,5,67.5,4,90.0,70.68620689655172,34.0,55.0,73.05293103448277,73.05293103448277,26.947068965517232,68.63034482758621,31.369655172413786,high,low,low
25G31B4770,Maya Chatterjee,3,5,82.25,4,93.33333333333333,60.28039215686274,13.0,35.0,78.81705882352942,78.81705882352942,21.182941176470578,61.05460784313725,38.94539215686275,high,low,low
25G31A4979,Ananya Sinha,3,6,69.6,5,83.33333333333334,84.01559633027522,17.0,-12.0,73.25233944954127,73.25233944954127,26.747660550458733,75.80425076452599,24.19574923547401,high,low,low
25G31A4666,Karthik Joshi,3,6,74.6,5,56.666666666666664,70.3076923076923,30.0,20.0,66.34615384615384,66.34615384615384,33.65384615384616,65.34205128205127,34.65794871794873,high,low,low
25G31B4417,Ananya Pillai,3,6,84.8,5,86.66666666666667,82.33181818181818,75.0,-21.0,84.49977272727273,84.49977272727273,15.500227272727273,82.2789393939394,17.721060606060604,high,low,low
25G31B9394,Simran Dutta,3,6,71.4,5,86.66666666666667,52.72692307692307,30.0,27.0,71.10903846153846,71.10903846153846,28.89096153846154,55.715512820512814,44.284487179487186,high,low,low
25G31A3822,Celina Pillai,3,5,78.0,4,60.0,49.199999999999996,65.0,11.0,67.63,67.63,32.370000000000005,54.739999999999995,45.260000000000005,high,low,medium
25G31B3325,Kriti Reddy,3,5,60.25,4,83.33333333333334,68.30000000000001,24.0,31.0,66.57000000000001,66.57000000000001,33.42999999999999,64.56833333333334,35.43166666666666,high,low,low
25G31B3301,Vishal Sinha,3,6,82.0,5,56.666666666666664,81.89999999999999,93.0,16.0,74.935,74.935,25.064999999999998,80.49666666666666,19.503333333333345,high,low,low
25G31B3193,Maya Bhat,3,5,81.25,4,73.33333333333333,92.0,92.0,18.0,81.02499999999999,81.02499999999999,18.97500000000001,89.05833333333332,10.941666666666677,high,low,low
25G31B4116,Rahul Bajaj,3,6,68.6,5,66.66666666666666,75.40689655172415,91.0,-29.0,70.16103448275861,70.16103448275861,29.83896551724139,75.41149425287357,24.588505747126433,high,low,low
25G31A7680,Shreya Saxena,3,6,69.8,5,83.33333333333334,88.13738317757009,11.0,19.0,73.67060747663551,73.67060747663551,26.32939252336449,78.10950155763238,21.890498442367615,high,low,low
25G31B6484,Rajesh Sharma,3,6,78.8,5,90.0,72.44905660377358,64.0,-10.0,80.46735849056604,80.46735849056604,19.532641509433958,73.9943396226415,26.005660377358495,high,low,low
25G31A1875,Simran Kapoor,3,5,64.25,4,70.0,88.47142857142858,17.0,-28.0,67.24571428571429,67.24571428571429,32.754285714285714,77.055,22.944999999999993,high,low,low
25G31B3768,Sanjay Bansal,3,6,73.0,5,66.66666666666666,71.70877192982456,94.0,11.0,71.95631578947369,71.95631578947369,28.043684210526308,73.56280701754386,26.43719298245614,high,low,low
25G31A8940,Nitin Bhatnagar,3,6,71.8,5,66.66666666666666,79.96315789473684,23.0,-6.0,69.04447368421052,69.04447368421052,30.955526315789484,72.12087719298245,27.879122807017552,high,low,low
25G31B7727,Nitin Bhatnagar,3,6,65.8,5,56.666666666666664,66.65925925925926,62.0,27.0,62.99888888888889,62.99888888888889,37.00111111111111,65.10814814814815,34.891851851851854,high,low,low
25G31B2671,Ajay Saxena,3,5,82.75,4,50.0,69.36495726495727,99.0,20.0,71.72974358974359,71.72974358974359,28.27025641025641,71.73047008547009,28.26952991452991,high,low,low
25G31A7627,Ritika Das,3,5,78.0,4,70.0,58.277272727272724,49.0,-18.0,71.1915909090909,71.1915909090909,28.808409090909095,60.49409090909091,39.50590909090909,high,low,low
25G31A5996,Karthik Iyer,3,6,77.8,5,33.33333333333333,84.6148148148148,22.0,33.0,62.69222222222222,62.69222222222222,37.30777777777778,72.5437037037037,27.4562962962963,high,low,low
25G31A5396,Sneha Bajaj,3,6,68.0,5,80.0,68.96666666666665,69.0,-1.0,71.795,71.795,28.205,69.97666666666666,30.02333333333334,high,low,low
25G31A9854,Pari Das,3,5,68.0,4,76.66666666666667,82.32222222222222,15.0,-6.0,70.09833333333333,70.09833333333333,29.90166666666667,73.59222222222222,26.40777777777778,high,low,low
25G31A5104,Anjali Mishra,3,5,67.5,4,83.33333333333334,75.23168316831683,30.0,0.0,71.53475247524753,71.53475247524753,28.46524752475247,70.74551155115512,29.25448844884488,high,low,low
25G31A2375,Esha Reddy,3,6,59.2,5,86.66666666666667,65.48474576271185,56.0,-6.0,68.22271186440678,68.22271186440678,31.777288135593224,66.02598870056495,33.97401129943505,high,low,low
25G31A3611,Kavya Srivastava,3,6,59.0,5,43.333333333333336,59.199999999999996,79.0,-17.0,55.33,55.33,44.67,59.57333333333333,40.42666666666667,medium,normal,low
25G31A8312,Ananya Chopra,3,5,64.0,4,96.66666666666667,79.77499999999999,85.0,31.0,77.21625,77.21625,22.783749999999998,80.40916666666666,19.590833333333336,high,low,low
25G31A9312,Arjun Gupta,3,5,75.25,4,50.0,56.733333333333334,54.0,17.0,63.835,63.835,36.165,57.63833333333333,42.36166666666667,high,low,low
25G31A9231,Suresh Malhotra,3,5,68.5,4,86.66666666666667,58.22792792792793,11.0,-35.0,69.53418918918919,69.53418918918919,30.465810810810808,57.376216216216214,42.623783783783786,high,low,low
25G31B7685,Kriti Dasgupta,3,5,71.75,4,66.66666666666666,79.68318584070796,50.0,15.0,70.3274778761062,70.3274778761062,29.6725221238938,74.61989675516223,25.38010324483777,high,low,low
25G31A7646,Swati Pillai,3,5,70.25,4,96.66666666666667,79.17916666666666,20.0,-14.0,77.001875,77.001875,22.998125,74.11708333333333,25.882916666666674,high,low,low
25G31A9630,Rahul Kumar,3,5,77.25,4,33.33333333333333,68.79803921568627,19.0,-2.0,59.894705882352945,59.894705882352945,40.105294117647055,61.116960784313726,38.883039215686274,medium,normal,low
25G31B6829,Rohan Bhatnagar,3,6,79.8,5,70.0,64.4,44.0,2.0,72.76,72.76,27.239999999999995,64.46000000000001,35.53999999999999,high,low,low
25G31A2259,Celina Chopra,3,6,60.2,5,70.0,89.81304347826085,81.0,-15.0,68.62195652173912,68.62195652173912,31.378043478260878,83.98913043478258,16.01086956521742,high,low,low
25G31A3078,Mahesh Kapoor,3,5,67.75,4,53.333333333333336,85.90854700854702,23.0,-21.0,63.91128205128205,63.91128205128205,36.08871794871795,74.54431623931625,25.455683760683755,high,low,low
25G31A8746,Celina Desai,3,6,58.4,5,96.66666666666667,59.751851851851846,64.0,-4.0,70.36277777777778,70.36277777777778,29.63722222222222,63.73296296296296,36.26703703703704,high,low,low
25G31B5719,Ananya Mishra,3,6,69.0,5,50.0,65.28518518518518,63.0,-17.0,62.44277777777778,62.44277777777778,37.55722222222222,63.89962962962963,36.10037037037037,high,low,low
25G31B2964,Harsha Dutta,3,5,62.25,4,36.666666666666664,91.9716049382716,77.0,31.0,59.77074074074074,59.77074074074074,40.22925925925926,81.97179012345678,18.028209876543215,medium,normal,low
25G31A8405,Sneha Bajaj,3,6,70.2,5,80.0,45.64705882352941,54.0,23.0,68.64705882352942,68.64705882352942,31.35294117647058,52.37294117647058,47.62705882352942,high,low,medium
25G31B4131,Ashok Dutta,3,6,71.2,5,46.666666666666664,71.1716814159292,26.0,-8.0,61.575752212389375,61.575752212389375,38.424247787610625,64.2068436578171,35.7931563421829,high,low,low
25G31A4904,Mahesh Chopra,3,6,80.0,5,56.666666666666664,81.49090909090908,88.0,-3.0,73.62363636363636,73.62363636363636,26.376363636363635,79.51030303030302,20.48969696969698,high,low,low
25G31B7785,Kumar Kumar,3,6,82.6,5,66.66666666666666,74.87446808510637,25.0,-10.0,73.78117021276596,73.78117021276596,26.218829787234043,69.83879432624113,30.16120567375887,high,low,low
25G31B5767,Pari Chatterjee,3,5,58.25,4,86.66666666666667,61.26521739130435,37.0,19.0,66.16478260869565,66.16478260869565,33.835217391304354,61.07731884057971,38.92268115942029,high,low,low
25G31A1519,Swati Chatterjee,3,5,50.25,4,80.0,90.25263157894736,60.0,2.0,65.6628947368421,65.6628947368421,34.337105263157895,82.20184210526315,17.798157894736846,high,low,low
25G31A3465,Arjun Iyer,3,5,66.5,4,86.66666666666667,76.51214953271027,38.0,-23.0,72.62682242990654,72.62682242990654,27.37317757009346,72.67517133956385,27.324828660436154,high,low,low
25G31A4680,Mohan Sinha,3,5,78.5,4,76.66666666666667,80.63103448275862,39.0,-20.0,76.2946551724138,76.2946551724138,23.705344827586202,75.8583908045977,24.141609195402296,high,low,low
25G31A4328,Aarav Verma,3,5,69.5,4,33.33333333333333,69.24117647058823,57.0,-7.0,57.986176470588234,57.986176470588234,42.013823529411766,64.45215686274508,35.547843137254915,medium,normal,low
25G31B8975,Avni Bajaj,3,5,67.25,4,86.66666666666667,58.18539325842697,35.0,16.0,70.10280898876404,70.10280898876404,29.89719101123596,59.62144194756554,40.37855805243446,high,low,low
25G31B5652,Aditya Dutta,3,5,67.0,4,40.0,89.12352941176471,79.0,52.0,62.81852941176471,62.81852941176471,37.18147058823529,80.98647058823529,19.013529411764708,high,low,low
25G31A2353,Pooja Chopra,3,6,75.0,5,46.666666666666664,65.76666666666665,87.0,-20.0,65.71499999999999,65.71499999999999,34.28500000000001,66.90333333333332,33.09666666666668,high,low,low
25G31B4445,Ananya Mishra,3,6,61.0,5,50.0,84.12745098039215,29.0,-36.0,59.569117647058825,59.569117647058825,40.430882352941175,72.88921568627451,27.11078431372549,medium,normal,low
25G31B2475,Deepak Rao,3,5,83.25,4,83.33333333333334,63.525000000000006,42.0,-2.0,78.25375,78.25375,21.746250000000003,65.32583333333334,34.674166666666665,high,low,low
25G31A7526,Ramesh Patel,3,5,59.75,4,53.333333333333336,65.0123595505618,95.0,-8.0,60.37685393258427,60.37685393258427,39.62314606741573,66.31698501872658,33.683014981273416,high,low,low
25G31B8408,Vivek Kapoor,3,6,60.2,5,56.666666666666664,64.09072164948454,74.0,15.0,60.41360824742269,60.41360824742269,39.58639175257731,63.95017182130584,36.04982817869416,high,low,low
25G31B8654,Esha Desai,3,5,67.0,4,53.333333333333336,58.38888888888889,11.0,-20.0,58.80833333333333,58.80833333333333,41.19166666666667,54.00555555555555,45.99444444444445,medium,normal,medium
25G31A2317,Sakshi Nair,3,5,73.25,4,36.666666666666664,70.79999999999998,11.0,19.0,58.794999999999995,58.794999999999995,41.205000000000005,61.65166666666666,38.34833333333334,medium,normal,low
25G31A3279,Ajay Patel,3,6,75.4,5,43.333333333333336,59.1,65.0,-8.0,62.815000000000005,62.815000000000005,37.184999999999995,59.74333333333333,40.25666666666667,high,low,low
25G31A3053,Zara Dasgupta,3,5,53.25,4,40.0,82.03157894736842,38.0,-14.0,52.82973684210526,52.82973684210526,47.17026315789474,70.54710526315789,29.45289473684211,medium,normal,low
25G31A4672,Harish Chopra,3,5,70.75,4,46.666666666666664,74.38024691358025,44.0,12.0,62.73203703703704,62.73203703703704,37.26796296296296,68.20783950617285,31.792160493827154,high,low,low
25G31B7730,Swati Kapoor,3,6,77.6,5,83.33333333333334,81.41481481481482,24.0,-2.0,77.21222222222222,77.21222222222222,22.787777777777777,75.48370370370371,24.51629629629629,high,low,low
25G31A7024,Pooja Rao,3,6,64.8,5,56.666666666666664,59.5,65.0,13.0,61.574999999999996,61.574999999999996,38.425000000000004,60.29666666666667,39.70333333333333,high,low,low
25G31B7942,Maya Menon,3,6,80.4,5,33.33333333333333,82.97441860465118,67.0,24.0,65.99616279069768,65.99616279069768,34.00383720930232,76.15542635658916,23.84457364341084,high,low,low
25G31B2844,Zara Dutta,3,6,56.6,5,33.33333333333333,90.26315789473684,50.0,-20.0,54.339473684210525,54.339473684210525,45.660526315789475,77.17754385964912,22.82245614035088,medium,normal,low
25G31A8797,Kriti Dasgupta,3,6,69.8,5,63.33333333333333,83.71764705882352,78.0,27.0,70.35764705882352,70.35764705882352,29.642352941176483,79.71568627450979,20.284313725490208,high,low,low
26G31A5452,Kriti Sharma,4,8,79.14285714285714,7,53.333333333333336,81.0813559322034,54.0,15.0,70.43363196125908,70.43363196125908,29.56636803874092,75.40456820016142,24.59543179983858,high,low,low
26G31B7719,Tanvi Sharma,4,8,83.68571428571428,7,63.33333333333333,80.24690265486724,51.0,3.200000000000003,75.42989254108723,75.42989254108723,24.570107458912773,75.97473662031182,24.025263379688184,high,low,low
26G31B6295,Vinod Joshi,4,7,66.2,6,93.33333333333333,67.66491228070176,17.0,-19.799999999999997,72.09973684210524,72.09973684210524,27.900263157894756,65.01877192982455,34.98122807017545,high,low,low
26G31A4927,Rahul Sinha,4,8,69.82857142857144,7,80.0,77.43584905660377,33.0,-6.799999999999997,72.1796630727763,72.1796630727763,27.820336927223707,72.48795148247979,27.512048517520213,high,low,low
26G31B3940,Ashok Bhatnagar,4,7,64.0,6,93.33333333333333,74.88543689320387,38.0,5.0,73.13281553398059,73.13281553398059,26.86718446601941,71.95313915857604,28.046860841423964,high,low,low
26G31A5153,Ananya Srivastava,4,8,61.08571428571429,7,60.0,82.4590909090909,82.0,-24.599999999999994,65.01172077922078,65.01172077922078,34.98827922077922,78.02993506493506,21.97006493506494,high,low,low
26G31B2163,Sandeep Bansal,4,7,78.03333333333333,6,96.66666666666667,82.56237623762375,36.0,-19.799999999999997,82.20102310231023,82.20102310231023,17.79897689768977,78.86366336633662,21.136336633663376,high,low,low
26G31B9972,Isha Nair,4,7,63.199999999999996,6,70.0,75.02815533980582,51.0,2.200000000000003,66.40422330097087,66.40422330097087,33.59577669902913,70.93970873786407,29.060291262135934,high,low,low
26G31B8341,Divya Iyer,4,7,64.39999999999999,6,83.33333333333334,89.1655172413793,88.0,19.400000000000006,74.9748275862069,74.9748275862069,25.0251724137931,85.98919540229885,14.010804597701153,high,low,low
26G31A7355,Pooja Chatterjee,4,7,71.0,6,66.66666666666666,78.19999999999999,36.0,14.0,69.03,69.03,30.97,72.10666666666665,27.893333333333345,high,low,low
26G31B4553,Pooja Verma,4,7,79.60000000000001,6,60.0,77.85471698113207,15.0,30.599999999999994,70.22820754716982,70.22820754716982,29.771792452830184,69.95830188679244,30.04169811320756,high,low,low
26G31B1585,Anjali Gupta,4,7,73.2,6,100.0,71.26842105263157,31.0,-4.799999999999997,78.84026315789473,78.84026315789473,21.159736842105275,70.30789473684209,29.692105263157913,high,low,low
26G31A3398,Mohan Singh,4,7,71.39999999999999,6,40.0,88.34117647058822,51.0,-10.599999999999994,63.50117647058823,63.50117647058823,36.49882352941177,78.07882352941175,21.92117647058825,high,low,low
26G31A7439,Zara Patel,4,7,75.0,6,83.33333333333334,81.83584905660376,41.0,2.0,76.82537735849056,76.82537735849056,23.174622641509444,77.21842767295595,22.781572327044046,high,low,low
26G31A4281,Rohan Sharma,4,7,69.2,6,40.0,85.72696629213483,49.0,13.200000000000003,61.90904494382023,61.90904494382023,38.09095505617977,75.8288764044944,24.171123595505605,high,low,low
26G31B2850,Vivek Rao,4,8,71.2,7,63.33333333333333,59.69439252336448,15.0,5.599999999999994,64.30415887850467,64.30415887850467,35.695841121495334,56.73940809968847,43.26059190031153,high,low,low
26G31A8770,Shreya Gupta,4,8,62.199999999999996,7,86.66666666666667,50.06666666666666,24.0,12.600000000000001,65.81,65.81,34.19,52.33333333333332,47.66666666666668,high,low,medium
26G31A9180,Aryan Kapoor,4,7,69.2,6,43.333333333333336,61.19633027522936,70.0,6.200000000000003,60.27944954128441,60.27944954128441,39.72055045871559,61.090764525993876,38.909235474006124,high,low,low
26G31A4062,Sakshi Menon,4,7,72.8,6,83.33333333333334,82.63333333333334,63.0,-8.200000000000003,76.94500000000001,76.94500000000001,23.054999999999993,79.75666666666666,20.24333333333334,high,low,low
26G31A2916,Deepak Reddy,4,8,63.6,7,73.33333333333333,45.365517241379315,76.0,-4.200000000000003,64.40482758620689,64.40482758620689,35.59517241379311,53.04919540229886,46.95080459770114,high,low,medium
26G31A3460,Aditya Mishra,4,7,70.8,6,36.666666666666664,76.0090909090909,21.0,10.799999999999997,58.85136363636363,58.85136363636363,41.14863636363637,66.05303030303028,33.94696969696972,medium,normal,low
26G31B3395,Vinod Kumar,4,8,73.31428571428572,7,33.33333333333333,76.48076923076923,98.0,-13.200000000000003,63.02925824175824,63.02925824175824,36.97074175824176,74.00130036630036,25.998699633699644,high,low,low
26G31A7704,Bhavna Nair,4,7,77.2,6,70.0,84.725,30.0,4.200000000000003,73.80875,73.80875,26.191249999999997,77.02749999999999,22.97250000000001,high,low,low
26G31B9220,Varun Bhatnagar,4,7,66.8,6,60.0,65.32857142857142,49.0,-13.200000000000003,63.64928571428571,63.64928571428571,36.35071428571429,63.30999999999999,36.69000000000001,high,low,low
26G31A3924,Ravi Malhotra,4,7,70.60000000000001,6,93.33333333333333,81.41428571428571,43.0,12.599999999999994,77.66214285714285,77.66214285714285,22.337857142857146,77.68333333333332,22.316666666666677,high,low,low
26G31B8266,Nikhil Mishra,4,7,70.8,6,63.33333333333333,92.0,74.0,-6.200000000000003,71.89999999999999,71.89999999999999,28.10000000000001,85.21333333333334,14.786666666666662,high,low,low
26G31A7284,Avni Rao,4,7,77.0,6,36.666666666666664,54.55925925925926,66.0,1.0,60.983888888888885,60.983888888888885,39.016111111111115,56.15814814814814,43.84185185185186,high,low,low
26G31B7831,Nitin Das,4,8,80.51428571428572,7,86.66666666666667,85.95652173913044,20.0,13.400000000000006,80.15062111801244,80.15062111801244,19.849378881987562,78.88766045548654,21.11233954451346,high,low,low
26G31A2601,Nikhil Patel,4,7,74.0,6,60.0,77.74313725490195,87.0,-11.0,71.01147058823528,71.01147058823528,28.988529411764716,76.52019607843137,23.47980392156863,high,low,low
26G31B2792,Kavya Agarwal,4,7,67.8,6,100.0,60.76315789473684,11.0,7.799999999999997,73.56447368421053,73.56447368421053,26.435526315789474,60.41421052631579,39.58578947368421,high,low,low
26G31A9041,Ria Nair,4,8,76.57142857142857,7,46.666666666666664,85.8,97.0,-3.0,70.00571428571428,70.00571428571428,29.994285714285724,82.08380952380952,17.91619047619048,high,low,low
26G31B9127,Nikhil Malhotra,4,7,64.0,6,76.66666666666667,69.28333333333333,91.0,14.0,69.9425,69.9425,30.057500000000005,71.66499999999999,28.335000000000008,high,low,low
26G31B2513,Aryan Iyer,4,7,62.4,6,93.33333333333333,76.8,18.0,18.4,71.62,71.62,28.379999999999995,71.13333333333333,28.866666666666674,high,low,low
26G31B3338,Divya Bansal,4,8,79.48571428571428,7,93.33333333333333,83.7372549019608,50.0,14.599999999999994,82.80344537815125,82.80344537815125,17.196554621848748,80.89798319327731,19.102016806722688,high,low,low
26G31A7749,Bhavna Agarwal,4,8,73.48571428571428,7,90.0,88.525,47.0,21.599999999999994,79.37160714285713,79.37160714285713,20.62839285714287,83.01607142857144,16.983928571428564,high,low,low
26G31B3883,Ria Menon,4,8,68.0,7,96.66666666666667,79.16595744680852,18.0,-14.0,75.77489361702128,75.77489361702128,24.225106382978723,73.68283687943263,26.317163120567372,high,low,low
26G31B2892,Priya Bhat,4,7,63.6,6,63.33333333333333,66.8093023255814,24.0,5.600000000000001,62.02139534883721,62.02139534883721,37.97860465116279,61.85984496124031,38.14015503875969,high,low,low
26G31B6683,Sneha Patel,4,7,76.8,6,76.66666666666667,78.9222222222222,11.0,29.799999999999997,73.78833333333333,73.78833333333333,26.211666666666673,71.6922222222222,28.3077777777778,high,low,low
26G31B9724,Ramesh Srivastava,4,8,68.22857142857143,7,56.666666666666664,86.08461538461538,23.0,-2.5999999999999943,65.17697802197803,65.17697802197803,34.82302197802197,75.04875457875457,24.95124542124543,high,low,low
26G31A4125,Anjali Desai,4,7,63.6,6,43.333333333333336,78.08765432098764,81.0,-14.399999999999999,60.56314814814814,60.56314814814814,39.43685185185186,73.45469135802468,26.545308641975325,high,low,low
26G31A3588,Ajay Chatterjee,4,7,80.23333333333333,6,100.0,80.85714285714286,52.0,-1.5999999999999943,84.8452380952381,84.8452380952381,15.154761904761898,79.82333333333334,20.176666666666662,high,low,low
26G31A5258,Mahesh Reddy,4,8,61.971428571428575,7,36.666666666666664,83.31176470588234,73.0,8.200000000000003,58.132478991596635,58.132478991596635,41.867521008403365,75.48204481792716,24.51795518207284,medium,normal,low
26G31A9091,Bhavna Malhotra,4,8,64.68571428571428,7,56.666666666666664,91.37701149425287,88.0,-0.7999999999999972,67.44940886699507,67.44940886699507,32.55059113300493,84.8991461412151,15.100853858784902,high,low,low
26G31B2641,Nikhil Dasgupta,4,7,79.60000000000001,6,70.0,85.64320987654321,45.0,-18.400000000000006,75.89648148148149,75.89648148148149,24.103518518518513,79.41024691358024,20.589753086419762,high,low,low
26G31A1181,Celina Reddy,4,8,70.34285714285714,7,60.0,65.11428571428571,76.0,6.599999999999994,66.73857142857143,66.73857142857143,33.26142857142857,66.21428571428571,33.78571428571429,high,low,low
26G31A1111,Rohan Bajaj,4,7,62.0,6,80.0,74.925,44.0,-15.0,68.43875,68.43875,31.56125,71.0475,28.9525,high,low,low
26G31B7707,Ananya Malhotra,4,7,73.8,6,43.333333333333336,51.699999999999996,40.0,-2.200000000000003,59.655,59.655,40.345,51.903333333333336,48.096666666666664,medium,normal,medium
26G31B1895,Sneha Bajaj,4,8,73.54285714285713,7,40.0,77.76363636363637,30.0,12.200000000000003,61.93597402597402,61.93597402597402,38.06402597402598,68.78883116883117,31.211168831168834,high,low,low
26G31B8482,Vikram Gupta,4,7,77.0,6,80.0,55.63333333333334,57.0,-5.0,73.695,73.695,26.305000000000007,60.343333333333334,39.656666666666666,high,low,low
26G31A7198,Sandeep Menon,4,8,70.22857142857143,7,40.0,85.6,65.0,-15.599999999999994,63.20428571428571,63.20428571428571,36.79571428571429,77.44285714285714,22.557142857142864,high,low,low
26G31A8090,Anjali Sinha,4,8,62.31428571428571,7,46.666666666666664,83.59565217391302,16.0,-20.200000000000003,58.4964906832298,58.4964906832298,41.5035093167702,71.01505175983434,28.984948240165664,medium,normal,low
26G31A2909,Isha Srivastava,4,8,68.17142857142856,7,36.666666666666664,76.52941176470587,88.0,-14.200000000000003,60.96512605042016,60.96512605042016,39.03487394957984,72.85439775910362,27.14560224089638,high,low,low
26G31A6743,Deepak Srivastava,4,7,60.4,6,63.33333333333333,94.47142857142858,85.0,15.399999999999999,67.62071428571429,67.62071428571429,32.379285714285714,87.00333333333333,12.99666666666667,high,low,low
26G31B5807,Amit Chatterjee,4,8,73.71428571428571,7,56.666666666666664,82.85,98.0,19.0,71.18464285714286,71.18464285714286,28.81535714285714,80.83309523809523,19.166904761904775,high,low,low
26G31A4046,Aarav Gupta,4,7,76.0,6,36.666666666666664,72.5448598130841,17.0,-14.0,60.73172897196262,60.73172897196262,39.26827102803738,63.74806853582554,36.25193146417446,high,low,low
26G31B3433,Sakshi Saxena,4,8,75.94285714285715,7,73.33333333333333,84.37931034482759,58.0,9.400000000000006,75.52832512315271,75.52832512315271,24.47167487684729,79.79313628899835,20.206863711001645,high,low,low
26G31A6473,Ananya Chatterjee,4,7,81.96666666666667,6,100.0,68.55263157894737,75.0,-12.200000000000003,85.01622807017544,85.01622807017544,14.983771929824556,73.68350877192982,26.316491228070177,high,low,low
26G31B6161,Rajesh Saxena,4,7,59.4,6,100.0,53.805882352941175,31.0,3.3999999999999986,69.32088235294118,69.32088235294118,30.679117647058817,56.70411764705883,43.29588235294117,high,low,low
26G31A6424,Kavya Desai,4,7,82.13333333333334,6,80.0,65.8,64.0,-16.200000000000003,78.13666666666667,78.13666666666667,21.86333333333333,68.67333333333333,31.326666666666668,high,low,low
26G31B5859,Priya Dutta,4,7,71.8,6,83.33333333333334,52.64074074074073,64.0,14.799999999999997,71.99611111111112,71.99611111111112,28.00388888888888,58.761851851851844,41.238148148148156,high,low,low
26G31B4658,Isha Rao,4,8,71.08571428571429,7,66.66666666666666,59.888888888888886,88.0,-10.599999999999994,68.92619047619048,68.92619047619048,31.073809523809516,64.49746031746031,35.50253968253969,high,low,low
26G31A1255,Karthik Agarwal,4,8,79.74285714285715,7,66.66666666666666,78.34690265486725,54.0,3.799999999999997,74.32346396965866,74.32346396965866,25.67653603034134,74.88378423935946,25.116215760640543,high,low,low
26G31B6671,Tanvi Kumar,4,7,75.60000000000001,6,93.33333333333333,55.9940170940171,47.0,15.599999999999994,76.54910256410255,76.54910256410255,23.450897435897446,60.789145299145304,39.210854700854696,high,low,low
26G31A3432,Pooja Dasgupta,4,7,78.60000000000001,6,43.333333333333336,76.8,97.0,4.599999999999994,68.67,68.67,31.33,75.65333333333334,24.346666666666664,high,low,low
26G31B3442,Ria Agarwal,4,7,78.0,6,50.0,74.67500000000001,96.0,1.0,70.00125,70.00125,29.99875,74.67250000000001,25.327499999999986,high,low,low
26G31A3138,Aisha Menon,4,7,69.8,6,96.66666666666667,74.00384615384613,51.0,-15.200000000000003,77.55057692307692,77.55057692307692,22.449423076923082,73.54935897435894,26.450641025641062,high,low,low
26G31B6213,Kavya Bhatnagar,4,7,63.199999999999996,6,36.666666666666664,74.33931623931623,25.0,16.200000000000003,55.00089743589743,55.00089743589743,44.99910256410257,64.52418803418803,35.47581196581197,medium,normal,low
26G31B9402,Deepak Chatterjee,4,7,76.8,6,100.0,74.5178217821782,71.0,2.799999999999997,83.12767326732673,83.12767326732673,16.872326732673272,76.94247524752473,23.057524752475274,high,low,low
26G31A8116,Harsha Sharma,4,7,71.39999999999999,6,66.66666666666666,84.66781609195401,71.0,-2.5999999999999943,71.95017241379308,71.95017241379308,28.049827586206916,80.17413793103447,19.825862068965534,high,low,low
26G31B5963,Kriti Singh,4,7,78.8,6,96.66666666666667,65.91485148514852,70.0,8.799999999999997,81.78722772277229,81.78722772277229,18.212772277227714,70.68706270627062,29.312937293729377,high,low,low
26G31A1809,Celina Joshi,4,8,66.8,7,76.66666666666667,80.0951219512195,41.0,15.400000000000006,70.46426829268292,70.46426829268292,29.535731707317083,74.5132520325203,25.4867479674797,high,low,low
26G31A7923,Anjali Reddy,4,8,69.74285714285715,7,93.33333333333333,84.33478260869565,41.0,-10.200000000000003,77.57164596273292,77.57164596273292,22.428354037267084,79.441966873706,20.558033126294006,high,low,low
26G31B2431,Divya Mishra,4,8,69.54285714285714,7,33.33333333333333,42.65660377358491,32.0,5.200000000000003,52.76991913746631,52.76991913746631,47.23008086253369,43.34724168912849,56.65275831087151,medium,normal,medium
26G31B3301,Mahesh Bajaj,4,8,65.11428571428571,7,60.0,70.2,53.0,16.200000000000003,63.73714285714286,63.73714285714286,36.26285714285714,66.95142857142856,33.048571428571435,high,low,low
26G31B9725,Rahul Joshi,4,8,68.8,7,40.0,85.94117647058823,34.0,-26.599999999999994,60.991176470588236,60.991176470588236,39.008823529411764,74.43882352941176,25.561176470588236,high,low,low
26G31B5514,Mohan Srivastava,4,7,83.46666666666667,6,80.0,56.08947368421052,59.0,2.799999999999997,77.09675438596491,77.09675438596491,22.903245614035086,61.509298245614026,38.490701754385974,high,low,low
26G31B7828,Bhavna Singh,4,7,70.0,6,90.0,82.475,51.0,-2.0,76.92125,76.92125,23.07875,78.83249999999998,21.167500000000018,high,low,low
26G31B5846,Sandeep Sharma,4,7,70.60000000000001,6,80.0,78.83846153846154,67.0,11.599999999999994,74.47576923076923,74.47576923076923,25.52423076923077,76.94692307692308,23.053076923076915,high,low,low
26G31B6450,Vikram Saxena,4,8,60.82857142857143,7,73.33333333333333,57.25,57.0,7.200000000000003,63.85178571428571,63.85178571428571,36.14821428571429,59.19119047619047,40.80880952380953,high,low,low
26G31B6305,Ravi Rao,4,7,72.8,6,80.0,56.55365853658537,71.0,9.799999999999997,72.4330487804878,72.4330487804878,27.566951219512205,61.96756097560976,38.03243902439024,high,low,low
