attendance_pct,behavior_pct,SEM7,dropout_score,CURR_SEM,SEM2,past_count,INTERNAL_MARKS,SEM8,performance_overall,DEPT,RNO,performance_trend,prev_att,TOTAL_DAYS_CURR,risk_label,S.NO,EMAIL,risk_score,performance_label,BEHAVIOR_SCORE_10,past_avg,SEM6,SEM1,MENTOR_EMAIL,YEAR,internal_pct,ATTENDED_DAYS_CURR,MENTOR,SEM4,SEM3,present_att,dropout_label,NAME,PREV_ATTENDANCE_PERC,SEM5
84.99,59.0,0.0,18.57,4.0,62.0,3,28.0,0.0,77.2,EEE,24G31A1721,-1.0,61.0,90.0,low,249.0,rahul.dutta756@gmail.com,22.8,high,5.9,67.0,0.0,78.0,prof..ritika.malhotra35@gmail.com,2.0,93.33,86.0,Prof. Ritika Malhotra,,61.0,95.56,low,Rahul Dutta,61.0,0.0
68.65,69.0,0.0,29.15,4.0,99.0,3,22.0,0.0,78.58,MECH,24G31A7431,-17.0,63.0,94.0,low,250.0,kumar.das154@gmail.com,21.42,high,6.9,85.67,0.0,76.0,prof..divya.srivastava18@gmail.com,2.0,73.33,66.0,Prof. Divya Srivastava,,82.0,70.21,low,Kumar Das,63.0,0.0
75.19,70.0,0.0,27.33,3.0,68.0,2,19.0,0.0,67.28,CIVIL,24G31A7619,2.0,70.0,93.0,low,251.0,harish.mishra165@gmail.com,32.72,medium,7.0,67.0,0.0,66.0,prof..ritika.malhotra27@gmail.com,2.0,63.33,72.0,Prof. Ritika Malhotra,0.0,,77.42,low,Harish Mishra,70.0,0.0
80.72,85.0,0.0,20.05,3.0,50.0,2,24.0,0.0,75.11,CSE,24G31B5586,-39.0,84.0,120.0,low,253.0,simran.agarwal625@gmail.com,24.89,high,8.5,69.5,0.0,89.0,dr..harish.rao30@gmail.com,2.0,80.0,95.0,Dr. Harish Rao,0.0,,79.17,low,Simran Agarwal,84.0,0.0
52.76,92.0,0.0,38.82,3.0,82.0,2,24.0,0.0,71.76,CDS,24G31A3858,23.0,76.0,116.0,low,254.0,varun.das553@gmail.com,28.24,high,9.2,70.5,0.0,59.0,prof..shreya.nair30@gmail.com,2.0,80.0,47.0,Prof. Shreya Nair,0.0,,40.52,low,Varun Das,76.0,0.0
78.45,82.0,0.0,24.44,3.0,74.0,2,18.0,0.0,66.12,ECE,24G31A7668,19.0,80.0,120.0,low,255.0,esha.bhat675@gmail.com,33.88,medium,8.2,64.5,0.0,55.0,prof..priya.sharma49@gmail.com,2.0,60.0,93.0,Prof. Priya Sharma,0.0,,77.5,low,Esha Bhat,80.0,0.0
65.09,26.0,0.0,37.3,4.0,75.0,3,26.0,0.0,66.4,EEE,24G31B7530,-22.0,86.0,85.0,low,256.0,deepak.bansal766@gmail.com,33.6,medium,2.6,58.67,0.0,48.0,prof..isha.mishra85@gmail.com,2.0,86.67,55.0,Prof. Isha Mishra,,53.0,64.71,low,Deepak Bansal,86.0,0.0
83.22,50.0,0.0,23.91,3.0,84.0,2,16.0,0.0,68.48,MECH,24G31B5544,18.0,71.0,82.0,low,257.0,mohan.menon288@gmail.com,31.52,medium,5.0,75.0,0.0,66.0,prof..meera.desai27@gmail.com,2.0,53.33,75.0,Prof. Meera Desai,0.0,,91.46,low,Mohan Menon,71.0,0.0
78.73,79.0,0.0,27.42,4.0,45.0,3,13.0,0.0,54.93,CIVIL,24G31B9820,-3.0,62.0,115.0,normal,258.0,mahesh.verma766@gmail.com,45.07,medium,7.9,52.33,0.0,70.0,dr..vikram.reddy41@gmail.com,2.0,43.33,96.0,Dr. Vikram Reddy,,42.0,83.48,low,Mahesh Verma,62.0,0.0
87.27,99.0,0.0,11.95,4.0,75.0,3,30.0,0.0,83.37,CSE(AI),24G31A3261,-14.0,63.0,107.0,low,259.0,mohan.sinha696@gmail.com,16.63,high,9.9,70.67,0.0,76.0,dr..anil.singh47@gmail.com,2.0,100.0,99.0,Dr. Anil Singh,,61.0,92.52,low,Mohan Sinha,63.0,0.0
92.01,68.0,0.0,13.37,3.0,70.0,2,29.0,0.0,74.95,CSE,24G31B9104,25.0,82.0,118.0,low,260.0,sneha.bajaj913@gmail.com,25.05,high,6.8,57.5,0.0,45.0,dr..sanjay.joshi89@gmail.com,2.0,96.67,116.0,Dr. Sanjay Joshi,0.0,,98.31,low,Sneha Bajaj,82.0,0.0
81.07,66.0,0.0,22.02,4.0,71.0,3,21.0,0.0,74.63,ECE,24G31A5798,-8.0,90.0,119.0,low,262.0,zara.joshi293@gmail.com,25.37,high,6.6,76.33,0.0,95.0,dr..harish.rao84@gmail.com,2.0,70.0,96.0,Dr. Harish Rao,,63.0,80.67,low,Zara Joshi,90.0,0.0
76.05,89.0,0.0,24.4,4.0,66.0,3,20.0,0.0,69.86,EEE,24G31A9585,-10.0,41.0,114.0,low,263.0,siddharth.sinha167@gmail.com,30.14,medium,8.9,68.0,0.0,82.0,dr..rohan.kapoor30@gmail.com,2.0,66.67,96.0,Dr. Rohan Kapoor,,56.0,84.21,low,Siddharth Sinha,41.0,0.0
86.23,79.0,0.0,18.71,4.0,58.0,3,22.0,0.0,67.38,MECH,24G31A1814,3.0,58.0,107.0,low,264.0,diya.bajaj239@gmail.com,32.62,medium,7.9,57.0,0.0,52.0,dr..nitin.verma76@gmail.com,2.0,73.33,102.0,Dr. Nitin Verma,,61.0,95.33,low,Diya Bajaj,58.0,0.0
66.12,44.0,0.0,36.99,4.0,51.0,3,13.0,0.0,65.12,CIVIL,24G31A1024,43.0,45.0,81.0,low,265.0,rahul.menon553@gmail.com,34.88,medium,4.4,80.0,0.0,95.0,prof..divya.srivastava71@gmail.com,2.0,43.33,61.0,Prof. Divya Srivastava,,94.0,75.31,low,Rahul Menon,45.0,0.0
39.72,17.0,0.0,55.44,3.0,74.0,2,24.0,0.0,66.06,CSE(AI),24G31A4941,7.0,46.0,119.0,low,266.0,karthik.dutta603@gmail.com,33.94,medium,1.7,70.5,0.0,67.0,prof..priya.sharma55@gmail.com,2.0,80.0,49.0,Prof. Priya Sharma,0.0,,41.18,medium,Karthik Dutta,46.0,0.0
82.64,36.0,0.0,22.49,4.0,63.0,3,26.0,0.0,77.2,CSE,24G31B8523,13.0,54.0,119.0,low,267.0,harsha.bhat976@gmail.com,22.8,high,3.6,74.0,0.0,83.0,prof..kavya.pillai89@gmail.com,2.0,86.67,116.0,Prof. Kavya Pillai,,76.0,97.48,low,Harsha Bhat,54.0,0.0
72.33,59.0,0.0,30.47,4.0,67.0,3,20.0,0.0,65.47,CDS,24G31B1772,4.0,59.0,82.0,low,268.0,siddharth.chatterjee290@gmail.com,34.53,medium,5.9,63.33,0.0,52.0,prof..priya.sharma61@gmail.com,2.0,66.67,64.0,Prof. Priya Sharma,,71.0,78.05,low,Siddharth Chatterjee,59.0,0.0
74.29,16.0,0.0,36.71,3.0,80.0,2,10.0,0.0,53.69,ECE,24G31A6364,33.0,81.0,114.0,normal,269.0,meera.sharma795@gmail.com,46.31,medium,1.6,63.5,0.0,47.0,dr..sanjay.joshi67@gmail.com,2.0,33.33,92.0,Dr. Sanjay Joshi,0.0,,80.7,low,Meera Sharma,81.0,0.0
77.52,72.0,0.0,22.39,3.0,84.0,2,21.0,0.0,81.98,EEE,24G31A9143,-15.0,90.0,95.0,low,270.0,mohan.saxena997@gmail.com,18.02,high,7.2,91.5,0.0,99.0,dr..rohan.kapoor17@gmail.com,2.0,70.0,71.0,Dr. Rohan Kapoor,0.0,,74.74,low,Mohan Saxena,90.0,0.0
80.23,24.0,0.0,26.31,4.0,76.0,3,23.0,0.0,73.57,MECH,24G31A3286,10.0,87.0,117.0,low,271.0,ananya.sharma681@gmail.com,26.43,high,2.4,74.67,0.0,62.0,dr..harish.rao37@gmail.com,2.0,76.67,101.0,Dr. Harish Rao,,86.0,86.32,low,Ananya Sharma,87.0,0.0
85.72,54.0,0.0,23.4,3.0,51.0,2,15.0,0.0,61.56,CIVIL,24G31B3316,-22.0,90.0,82.0,low,272.0,varun.nair368@gmail.com,38.44,medium,5.4,62.0,0.0,73.0,dr..harish.rao46@gmail.com,2.0,50.0,73.0,Dr. Harish Rao,0.0,,89.02,low,Varun Nair,90.0,0.0
82.27,91.0,0.0,21.34,4.0,56.0,3,19.0,0.0,64.06,CSE(AI),24G31A7676,-14.0,40.0,116.0,low,273.0,kumar.kumar342@gmail.com,35.94,medium,9.1,56.33,0.0,71.0,dr..harish.rao23@gmail.com,2.0,63.33,108.0,Dr. Harish Rao,,42.0,93.1,low,Kumar Kumar,40.0,0.0
56.27,67.0,0.0,39.81,4.0,89.0,3,20.0,0.0,68.96,CSE,24G31A1129,-26.0,71.0,95.0,low,274.0,simran.singh963@gmail.com,31.04,medium,6.7,74.33,0.0,71.0,dr..vikram.reddy89@gmail.com,2.0,66.67,48.0,Dr. Vikram Reddy,,63.0,50.53,low,Simran Singh,71.0,0.0
62.36,27.0,0.0,42.26,3.0,85.0,2,13.0,0.0,58.95,CDS,24G31B3334,29.0,62.0,117.0,normal,275.0,ramesh.bhatnagar493@gmail.com,41.05,medium,2.7,70.5,0.0,56.0,dr..nitin.verma57@gmail.com,2.0,43.33,79.0,Dr. Nitin Verma,0.0,,67.52,medium,Ramesh Bhatnagar,62.0,0.0
82.55,28.0,0.0,27.85,4.0,83.0,3,11.0,0.0,64.28,ECE,24G31B9518,0.0,89.0,87.0,low,276.0,aditya.singh732@gmail.com,35.72,medium,2.8,79.0,0.0,71.0,prof..kavya.pillai34@gmail.com,2.0,36.67,77.0,Prof. Kavya Pillai,,83.0,88.51,low,Aditya Singh,89.0,0.0
71.5,45.0,0.0,28.03,3.0,76.0,2,29.0,0.0,80.72,EEE,24G31A4346,-3.0,85.0,91.0,low,277.0,swati.chatterjee326@gmail.com,19.28,high,4.5,77.5,0.0,79.0,prof..ritika.malhotra66@gmail.com,2.0,96.67,65.0,Prof. Ritika Malhotra,0.0,,71.43,low,Swati Chatterjee,85.0,0.0
50.7,63.0,0.0,42.48,3.0,70.0,2,25.0,0.0,72.76,MECH,24G31B6827,-8.0,82.0,105.0,low,278.0,ria.rao160@gmail.com,27.24,high,6.3,74.0,0.0,78.0,prof..kavya.pillai19@gmail.com,2.0,83.33,42.0,Prof. Kavya Pillai,0.0,,40.0,medium,Ria Rao,82.0,0.0
69.99,45.0,0.0,30.64,4.0,79.0,3,26.0,0.0,74.75,CIVIL,24G31B8904,-19.0,63.0,90.0,low,279.0,isha.desai236@gmail.com,25.25,high,4.5,72.0,0.0,77.0,dr..rohan.kapoor72@gmail.com,2.0,86.67,68.0,Dr. Rohan Kapoor,,60.0,75.56,low,Isha Desai,63.0,0.0
70.83,84.0,0.0,30.82,4.0,50.0,3,14.0,0.0,61.49,CSE(AI),24G31B1858,20.0,41.0,111.0,low,280.0,sanjay.nair798@gmail.com,38.51,medium,8.4,65.33,0.0,76.0,dr..rohan.kapoor88@gmail.com,2.0,46.67,86.0,Dr. Rohan Kapoor,,70.0,77.48,low,Sanjay Nair,41.0,0.0
84.57,47.0,0.0,20.46,3.0,88.0,2,19.0,0.0,80.54,CSE,24G31A4774,-10.0,82.0,118.0,low,281.0,vikram.rao293@gmail.com,19.46,high,4.7,93.0,0.0,98.0,prof..anjali.menon50@gmail.com,2.0,63.33,107.0,Prof. Anjali Menon,0.0,,90.68,low,Vikram Rao,82.0,0.0
48.7,88.0,0.0,41.76,3.0,77.0,2,21.0,0.0,74.46,CDS,24G31B3043,-13.0,42.0,80.0,low,282.0,karthik.sharma213@gmail.com,25.54,high,8.8,83.5,0.0,90.0,dr..anil.singh94@gmail.com,2.0,70.0,36.0,Dr. Anil Singh,0.0,,45.0,medium,Karthik Sharma,42.0,0.0
84.12,50.0,0.0,24.9,3.0,67.0,2,14.0,0.0,61.87,ECE,24G31B1973,3.0,52.0,109.0,low,283.0,kriti.agarwal738@gmail.com,38.13,medium,5.0,65.5,0.0,64.0,dr..rajesh.kumar89@gmail.com,2.0,46.67,107.0,Dr. Rajesh Kumar,0.0,,98.17,low,Kriti Agarwal,52.0,0.0
87.88,62.0,0.0,16.12,4.0,90.0,3,23.0,0.0,81.78,EEE,24G31A8679,-13.0,79.0,119.0,low,284.0,mahesh.pillai405@gmail.com,18.22,high,6.2,85.0,0.0,88.0,prof..kavya.pillai54@gmail.com,2.0,76.67,112.0,Prof. Kavya Pillai,,77.0,94.12,low,Mahesh Pillai,79.0,0.0
65.23,92.0,0.0,33.0,4.0,42.0,3,17.0,0.0,63.72,MECH,24G31A5089,33.0,75.0,87.0,low,285.0,aditya.singh672@gmail.com,36.28,medium,9.2,64.67,0.0,77.0,dr..harish.rao83@gmail.com,2.0,56.67,51.0,Dr. Harish Rao,,75.0,58.62,low,Aditya Singh,75.0,0.0
77.57,49.0,0.0,25.3,3.0,62.0,2,27.0,0.0,73.59,CIVIL,24G31B5082,-6.0,60.0,90.0,low,286.0,swati.bajaj134@gmail.com,26.41,high,4.9,65.0,0.0,68.0,prof..isha.mishra95@gmail.com,2.0,90.0,78.0,Prof. Isha Mishra,0.0,,86.67,low,Swati Bajaj,60.0,0.0
84.14,50.0,0.0,21.03,3.0,68.0,2,23.0,0.0,75.12,CSE(AI),24G31A6141,-12.0,85.0,98.0,low,287.0,aditya.srivastava169@gmail.com,24.88,high,5.0,74.0,0.0,80.0,dr..nitin.verma83@gmail.com,2.0,76.67,87.0,Dr. Nitin Verma,0.0,,88.78,low,Aditya Srivastava,85.0,0.0
81.03,23.0,0.0,24.21,4.0,78.0,3,28.0,0.0,78.47,CSE,24G31B5276,7.0,64.0,86.0,low,288.0,amit.agarwal983@gmail.com,21.53,high,2.3,74.33,0.0,60.0,prof..anjali.menon14@gmail.com,2.0,93.33,81.0,Prof. Anjali Menon,,85.0,94.19,low,Amit Agarwal,64.0,0.0
54.81,81.0,0.0,42.77,4.0,87.0,3,12.0,0.0,58.1,CDS,24G31B9963,-29.0,48.0,83.0,normal,289.0,harsha.das162@gmail.com,41.9,medium,8.1,67.67,0.0,58.0,prof..divya.srivastava89@gmail.com,2.0,40.0,44.0,Prof. Divya Srivastava,,58.0,53.01,medium,Harsha Das,48.0,0.0
80.87,76.0,0.0,20.79,4.0,69.0,3,27.0,0.0,72.93,ECE,24G31A9919,-18.0,82.0,80.0,low,290.0,amit.kapoor722@gmail.com,27.07,high,7.6,60.0,0.0,60.0,prof..isha.mishra42@gmail.com,2.0,90.0,65.0,Prof. Isha Mishra,,51.0,81.25,low,Amit Kapoor,82.0,0.0
42.74,61.0,0.0,52.38,4.0,65.0,3,14.0,0.0,58.13,EEE,24G31A8518,20.0,40.0,110.0,normal,291.0,deepak.iyer482@gmail.com,41.87,medium,6.1,69.33,0.0,58.0,prof..ritika.malhotra78@gmail.com,2.0,46.67,45.0,Prof. Ritika Malhotra,,85.0,40.91,medium,Deepak Iyer,40.0,0.0
69.43,34.0,0.0,34.63,4.0,96.0,3,14.0,0.0,69.61,MECH,24G31A3762,-18.0,66.0,106.0,low,292.0,deepak.saxena811@gmail.com,30.39,medium,3.4,87.0,0.0,87.0,dr..nitin.verma35@gmail.com,2.0,46.67,80.0,Dr. Nitin Verma,,78.0,75.47,low,Deepak Saxena,66.0,0.0
82.29,40.0,0.0,22.7,4.0,55.0,3,26.0,0.0,75.51,CIVIL,24G31A6408,30.0,51.0,110.0,low,293.0,deepak.chatterjee894@gmail.com,24.49,high,4.0,70.33,0.0,71.0,dr..suresh.iyer94@gmail.com,2.0,86.67,107.0,Dr. Suresh Iyer,,85.0,97.27,low,Deepak Chatterjee,51.0,0.0
53.43,46.0,0.0,39.63,4.0,87.0,3,29.0,0.0,82.81,CSE(AI),24G31B4017,11.0,80.0,113.0,low,294.0,esha.das557@gmail.com,17.19,high,4.6,87.0,0.0,76.0,dr..vikram.reddy95@gmail.com,2.0,96.67,53.0,Dr. Vikram Reddy,,98.0,46.9,low,Esha Das,80.0,0.0
57.24,26.0,0.0,42.58,3.0,58.0,2,21.0,0.0,69.64,CSE,24G31B7548,-39.0,48.0,115.0,low,295.0,arjun.joshi337@gmail.com,30.36,medium,2.6,77.5,0.0,97.0,prof..ritika.malhotra98@gmail.com,2.0,70.0,74.0,Prof. Ritika Malhotra,0.0,,64.35,medium,Arjun Joshi,48.0,0.0
82.65,71.0,0.0,24.41,4.0,60.0,3,10.0,0.0,62.45,CDS,24G31B1783,25.0,46.0,96.0,low,296.0,vikram.desai755@gmail.com,37.55,medium,7.1,73.0,0.0,74.0,prof..ritika.malhotra11@gmail.com,2.0,33.33,91.0,Prof. Ritika Malhotra,,85.0,94.79,low,Vikram Desai,46.0,0.0
77.0,38.0,0.0,29.6,4.0,70.0,3,16.0,0.0,66.28,ECE,24G31A7678,0.0,86.0,105.0,low,297.0,sneha.joshi764@gmail.com,33.72,medium,3.8,73.67,0.0,81.0,dr..anil.singh25@gmail.com,2.0,53.33,84.0,Dr. Anil Singh,,70.0,80.0,low,Sneha Joshi,86.0,0.0
79.54,42.0,0.0,20.99,4.0,99.0,3,30.0,0.0,89.7,EEE,24G31A8564,-7.0,86.0,118.0,low,298.0,vivek.mishra177@gmail.com,10.3,high,4.2,91.33,0.0,83.0,dr..nitin.verma79@gmail.com,2.0,100.0,98.0,Dr. Nitin Verma,,92.0,83.05,low,Vivek Mishra,86.0,0.0
56.69,14.0,0.0,49.83,3.0,58.0,2,10.0,0.0,47.95,MECH,24G31B6690,1.0,82.0,81.0,normal,299.0,vikram.sharma225@gmail.com,52.05,poor,1.4,57.5,0.0,57.0,dr..vikram.reddy92@gmail.com,2.0,33.33,45.0,Dr. Vikram Reddy,0.0,,55.56,medium,Vikram Sharma,82.0,0.0
73.5,27.0,0.0,28.95,4.0,95.0,3,26.0,0.0,79.54,CIVIL,24G31A2797,-31.0,74.0,105.0,low,300.0,priya.bhatnagar328@gmail.com,20.46,high,2.7,82.33,0.0,88.0,dr..rajesh.kumar16@gmail.com,2.0,86.67,84.0,Dr. Rajesh Kumar,,64.0,80.0,low,Priya Bhatnagar,74.0,0.0
70.81,67.0,0.0,28.43,3.0,43.0,2,27.0,0.0,72.47,CSE(AI),24G31B7631,-40.0,51.0,87.0,low,301.0,ramesh.srivastava171@gmail.com,27.53,high,6.7,63.0,0.0,83.0,prof..priya.sharma33@gmail.com,2.0,90.0,67.0,Prof. Priya Sharma,0.0,,77.01,low,Ramesh Srivastava,51.0,0.0
82.2,83.0,0.0,18.91,3.0,83.0,2,21.0,0.0,78.73,CSE,24G31A9325,1.0,72.0,120.0,low,302.0,mohan.patel644@gmail.com,21.27,high,8.3,82.5,0.0,82.0,prof..shreya.nair63@gmail.com,2.0,70.0,102.0,Prof. Shreya Nair,0.0,,85.0,low,Mohan Patel,72.0,0.0
81.6,59.0,0.0,23.11,4.0,78.0,3,21.0,0.0,70.52,CDS,24G31A3754,-34.0,60.0,100.0,low,303.0,bhavna.kumar945@gmail.com,29.48,high,5.9,68.67,0.0,84.0,dr..anil.singh39@gmail.com,2.0,70.0,91.0,Dr. Anil Singh,,44.0,91.0,low,Bhavna Kumar,60.0,0.0
64.38,73.0,0.0,35.96,4.0,79.0,3,13.0,0.0,62.97,ECE,24G31B1083,12.0,81.0,113.0,low,304.0,meera.rao238@gmail.com,37.03,medium,7.3,73.33,0.0,50.0,prof..kavya.pillai77@gmail.com,2.0,43.33,66.0,Prof. Kavya Pillai,,91.0,58.41,low,Meera Rao,81.0,0.0
40.32,27.0,0.0,54.27,3.0,56.0,2,27.0,0.0,63.4,EEE,24G31A6895,-4.0,44.0,119.0,low,305.0,mahesh.dasgupta155@gmail.com,36.6,medium,2.7,58.0,0.0,60.0,prof..priya.sharma30@gmail.com,2.0,90.0,49.0,Prof. Priya Sharma,0.0,,41.18,medium,Mahesh Dasgupta,44.0,0.0
71.31,24.0,0.0,35.88,6.0,71.0,5,15.0,0.0,60.9,MECH,25G31A9285,-24.0,84.0,90.0,low,306.0,ashok.malhotra141@gmail.com,39.1,medium,2.4,68.0,0.0,44.0,dr..anil.singh85@gmail.com,3.0,50.0,67.0,Dr. Anil Singh,84.0,81.0,74.44,low,Ashok Malhotra,84.0,60.0
64.06,50.0,0.0,35.18,5.0,69.0,4,22.0,0.0,72.36,CIVIL,25G31A6759,11.0,40.0,85.0,low,307.0,ananya.pillai270@gmail.com,27.64,high,5.0,76.5,0.0,82.0,dr..anil.singh64@gmail.com,3.0,73.33,62.0,Dr. Anil Singh,83.0,72.0,72.94,low,Ananya Pillai,40.0,
79.78,55.0,0.0,24.8,5.0,40.0,4,19.0,0.0,71.34,CSE(AI),25G31A3546,-2.0,45.0,89.0,low,308.0,ravi.chopra192@gmail.com,28.66,high,5.5,75.25,0.0,95.0,dr..anil.singh54@gmail.com,3.0,63.33,83.0,Dr. Anil Singh,82.0,84.0,93.26,low,Ravi Chopra,45.0,
80.56,40.0,0.0,27.03,6.0,93.0,5,18.0,0.0,64.98,CSE,25G31A7149,16.0,48.0,92.0,low,309.0,celina.sinha880@gmail.com,35.02,medium,4.0,65.8,0.0,58.0,dr..rohan.kapoor66@gmail.com,3.0,60.0,88.0,Dr. Rohan Kapoor,58.0,46.0,95.65,low,Celina Sinha,48.0,74.0
95.08,90.0,0.0,7.9,5.0,74.0,4,26.0,0.0,84.14,CDS,25G31A8455,-2.0,95.0,96.0,low,310.0,vivek.pillai858@gmail.com,15.86,high,9.0,78.75,0.0,59.0,dr..suresh.iyer81@gmail.com,3.0,86.67,92.0,Dr. Suresh Iyer,90.0,92.0,95.83,low,Vivek Pillai,95.0,
70.45,38.0,0.0,35.5,5.0,71.0,4,10.0,0.0,62.72,ECE,25G31A1691,2.0,45.0,102.0,low,311.0,neha.iyer888@gmail.com,37.28,medium,3.8,80.5,0.0,91.0,dr..harish.rao73@gmail.com,3.0,33.33,84.0,Dr. Harish Rao,81.0,79.0,82.35,low,Neha Iyer,45.0,
89.17,72.0,0.0,17.4,6.0,58.0,5,17.0,0.0,70.57,EEE,25G31A1424,18.0,89.0,108.0,low,312.0,pooja.verma406@gmail.com,29.43,high,7.2,73.2,0.0,62.0,dr..suresh.iyer72@gmail.com,3.0,56.67,99.0,Dr. Suresh Iyer,79.0,70.0,91.67,low,Pooja Verma,89.0,97.0
79.15,53.0,0.0,27.54,5.0,55.0,4,18.0,0.0,61.27,MECH,25G31A6726,-10.0,71.0,115.0,low,313.0,diya.joshi358@gmail.com,38.73,medium,5.3,57.5,0.0,41.0,prof..meera.desai92@gmail.com,3.0,60.0,98.0,Prof. Meera Desai,62.0,72.0,85.22,low,Diya Joshi,71.0,
83.16,27.0,0.0,25.68,6.0,62.0,5,20.0,0.0,67.52,CIVIL,25G31A1356,21.0,95.0,82.0,low,314.0,maya.mishra701@gmail.com,32.48,medium,2.7,67.4,0.0,98.0,dr..suresh.iyer84@gmail.com,3.0,66.67,72.0,Dr. Suresh Iyer,53.0,50.0,87.8,low,Maya Mishra,95.0,74.0
90.63,83.0,0.0,17.37,5.0,79.0,4,14.0,0.0,62.87,CSE(AI),25G31A1958,-6.0,94.0,119.0,low,315.0,harish.nair411@gmail.com,37.13,medium,8.3,62.25,0.0,60.0,dr..anil.singh79@gmail.com,3.0,46.67,108.0,Dr. Anil Singh,52.0,58.0,90.76,low,Harish Nair,94.0,
80.55,50.0,0.0,28.2,6.0,65.0,5,10.0,0.0,59.98,CSE,25G31A3721,-12.0,47.0,91.0,normal,316.0,arjun.dutta849@gmail.com,40.02,medium,5.0,70.8,0.0,89.0,prof..divya.srivastava21@gmail.com,3.0,33.33,86.0,Prof. Divya Srivastava,85.0,42.0,94.51,low,Arjun Dutta,47.0,73.0
71.18,85.0,0.0,26.05,6.0,77.0,5,26.0,0.0,75.73,CDS,25G31A5164,22.0,79.0,109.0,low,317.0,tanvi.kapoor709@gmail.com,24.27,high,8.5,69.6,0.0,57.0,dr..rajesh.kumar22@gmail.com,3.0,86.67,73.0,Dr. Rajesh Kumar,64.0,64.0,66.97,low,Tanvi Kapoor,79.0,86.0
46.9,44.0,0.0,51.78,6.0,81.0,5,10.0,0.0,57.53,ECE,25G31A2087,10.0,50.0,84.0,normal,318.0,ramesh.mishra360@gmail.com,42.47,medium,4.4,76.6,0.0,65.0,dr..suresh.iyer49@gmail.com,3.0,33.33,39.0,Dr. Suresh Iyer,82.0,63.0,46.43,medium,Ramesh Mishra,50.0,92.0
79.62,41.0,0.0,30.16,6.0,62.0,5,12.0,0.0,55.99,EEE,25G31A3730,-18.0,74.0,83.0,normal,319.0,ashok.malhotra710@gmail.com,44.01,medium,4.1,60.0,0.0,43.0,prof..isha.mishra41@gmail.com,3.0,40.0,72.0,Prof. Isha Mishra,86.0,41.0,86.75,low,Ashok Malhotra,74.0,68.0
52.97,25.0,0.0,49.17,5.0,78.0,4,12.0,0.0,57.45,MECH,25G31A3445,-14.0,90.0,97.0,normal,320.0,mahesh.chatterjee853@gmail.com,42.55,medium,2.5,72.5,0.0,72.0,prof..anjali.menon92@gmail.com,3.0,40.0,45.0,Prof. Anjali Menon,63.0,77.0,46.39,medium,Mahesh Chatterjee,90.0,
90.41,88.0,0.0,13.4,5.0,60.0,4,23.0,0.0,75.21,CIVIL,25G31B8960,3.0,73.0,117.0,low,321.0,kavya.srivastava765@gmail.com,24.79,high,8.8,68.5,0.0,65.0,prof..priya.sharma34@gmail.com,3.0,76.67,112.0,Prof. Priya Sharma,76.0,73.0,95.73,low,Kavya Srivastava,73.0,
76.81,85.0,0.0,25.47,6.0,61.0,5,17.0,0.0,65.77,CSE(AI),25G31B6756,29.0,78.0,85.0,low,322.0,esha.reddy989@gmail.com,34.23,medium,8.5,66.0,0.0,71.0,prof..ritika.malhotra59@gmail.com,3.0,56.67,64.0,Prof. Ritika Malhotra,57.0,55.0,75.29,low,Esha Reddy,78.0,86.0
84.91,97.0,0.0,18.03,5.0,69.0,4,19.0,0.0,69.09,CSE,25G31B9436,-35.0,52.0,108.0,low,323.0,sneha.das491@gmail.com,30.91,medium,9.7,65.0,0.0,42.0,dr..nitin.verma16@gmail.com,3.0,63.33,100.0,Dr. Nitin Verma,57.0,92.0,92.59,low,Sneha Das,52.0,
81.88,96.0,0.0,16.5,6.0,58.0,5,27.0,0.0,81.98,CDS,25G31B5875,10.0,94.0,89.0,low,324.0,suresh.bhatnagar754@gmail.com,18.02,high,9.6,75.8,0.0,95.0,prof..priya.sharma85@gmail.com,3.0,90.0,68.0,Prof. Priya Sharma,70.0,76.0,76.4,low,Suresh Bhatnagar,94.0,80.0
68.54,36.0,0.0,32.66,6.0,66.0,5,27.0,0.0,72.88,ECE,25G31B3624,27.0,55.0,109.0,low,325.0,simran.kapoor110@gmail.com,27.12,high,3.6,67.6,0.0,78.0,prof..ritika.malhotra49@gmail.com,3.0,90.0,84.0,Prof. Ritika Malhotra,55.0,57.0,77.06,low,Simran Kapoor,55.0,82.0
64.97,89.0,0.0,28.16,6.0,75.0,5,29.0,0.0,82.2,EEE,25G31B9028,-5.0,47.0,96.0,low,326.0,tanvi.bansal482@gmail.com,17.8,high,8.9,78.0,0.0,72.0,dr..rohan.kapoor14@gmail.com,3.0,96.67,64.0,Dr. Rohan Kapoor,76.0,96.0,66.67,low,Tanvi Bansal,47.0,71.0
52.18,20.0,0.0,46.62,6.0,77.0,5,24.0,0.0,67.13,MECH,25G31B6081,5.0,45.0,119.0,low,327.0,nikhil.dutta239@gmail.com,32.87,medium,2.0,68.6,0.0,42.0,dr..vikram.reddy62@gmail.com,3.0,80.0,70.0,Dr. Vikram Reddy,79.0,61.0,58.82,medium,Nikhil Dutta,45.0,84.0
